index,Title,Opinion,Place,Gender,Age,Country,Date,Label
4760,"""Un bello testimonio histórico, imprescindible visitar en Guanajuato por los acontecimientos que ahí ocurrieron""","""Este edificio de la Alhóndiga es uno de los sitios emblemáticos de Guanajuato, actualmente es un museo muy bien conservado y de bastante interés para los visitantes, se puede apreciar la historia, arquitectura y las diferentes salas.""",Alhóndiga,Female,71,México,22/04/2016,5
4761,"""Lugar familiar y recuerdos""","""Definitivamente un lugar con mucha actividad sobretodo después de las 6pm. Puedes comer, tomar un café , platicar, descansar, bolear tu calzado, pero lo mejor observa como la gente convive en un marco de tranquilidad y paz.""",Jardín de la Unión,Male,-1,Chile,29/12/2015,5
4762,"""De los más hermosos del mundo""","""Un espacio arquitectónico fuera de serie, bien conservado, precio razonable, es una visita obligada si uno va a Guanajuto. Lástima de personal, poco amable.""",Teatro Juárez,Female,40,Estados Unidos,13/05/2012,5
4763,"""Enclavado el parte superior de Guanajuato""","""Lugar interesante para visitar para poder llegar tiene que ser con transporte ya que por lo retirado del centro y lo alto constituye un buen reto a la resistencia pero el tomarte la foto vale la pena la visita.""",Monumento Pípila,Female,17,México,20/12/2017,5
4764,Imperdible,"La casa natal del pintor, se pueden encontrar obras suyas de diferentes etapas creativas. Tiene, además, excelentes exposiciones temporales de artistas contemporáneos.",Casa de Diego Rivera,N/I,-1,México,2017,5
4765,"""Monumento al Pípila""","""En la historia fue un héroe que cargaba una piedra plana,para evitar las balas, y prender la mecha al cañón contra los enemigos.""",Monumento Pípila,Male,26,Estados Unidos,13/08/2016,5
4766,"""Muy a gustito""","""Este jardín resultó una excelente opción para sentarse un rato y descansar. Nos comimos unas nieves mientras observamos el quiosco y los árboles. Hay también pajaritos que toman agua de las fuentes. Muy agradable lugar.""",Jardín de la Unión,Female,-1,México,27/03/2016,5
4767,"""Muy bonito""","""El teatro es impresionante, la explicación que te da un guía es muy buena, el costo de entrada es de 35 pesos y vale la pena conocerlo por dentro. Lo recomiendo mucho ya que la visita no tarda mucho tiempo y esta relajada, no es como. En los museos que te está cuidando y apurando.""",Teatro Juárez,Female,36,México,05/03/2016,5
4768,"""Uno de los mercados más bonitos de México""","""El mercado de Guanajuato es, por mucho, uno de los mercados típicos más hermosos de México. Tanto su arquitectura exterior, como la enorme gama de ofertas de alimentos, fruta, flores, artesanías, dulces típicos, etc., que puedes encontrar a precios muy accesibles.""",Mercado Hidalgo,Male,45,México,09/11/2015,5
4769,"""Pequeño pero debes ir""","""Este museo es la casa donde vivió Diego Rivera, es pequeño de alguna manera, pero puedes ver como vivió o como vivía la gente en esa época, también hay pinturas de Diego Rivera. Y también a proyecciones; el museo es muy bonito.""",Casa de Diego Rivera,Female,41,México,23/06/2014,5
4770,"""Visita obligada""","""Fuimos a una callejoneada y terminamos en el callejón del beso con una representación cómica de la historia del romance tipo Romeo y Julieta. Todo fue muy divertido y al fin mal si vas con pareja te marcan el escalón en donde debes tomarte la foto y darte el beso si no tendrás 7 años de mala suerte.""",Callejón del Beso,Male,39,México,05/06/2017,5
4771,"""Impresionante historia""","""No puede entrar, pero nos platicaron parate de la historia que se sucito en este lugar, apreciando el lugar, sin duda aguarda gran historia de la independencia de México.""",Alhóndiga,Male,18,México,29/10/2012,5
4772,"""Emblemática""","""Ir a Guanajuato y no ir a este lugar es como no haber ido. Hermosa arquitectura, muy visitado y vale el boleto conocer este lugar.""",Universidad de Guanajuato,Male,-1,México,16/01/2018,5
4773,"""Seguro y agradable""","""Puedes escuchar musica en vivo desde una de las bancas que rodean el kiosko o comer en unos de los restaurantes. Justo enfrente se encuentra el templo de San Diego y el Teatro Juárez, cada noche se juntan ahi, los grupos de estudiantinas y comienzan las callejoneadas. Es un lugar seguro y agradable para pasar varias horas hasta la madrugada.""",Jardín de la Unión,Female,34,Estados Unidos,10/04/2017,5
4774,"""Arquitectura""","""Un lugar imperdible si te encuentras en la ciudad de Gto. Al subir todas las escaleras puedes disfrutar de una hermosa vista de la ciudad hacia el Pipila. No puede faltar tu foto en este emblemático lugar.""",Universidad de Guanajuato,Male,25,México,11/11/2015,5
4775,"""¡Grandioso!""","""Todo el significado del guanajuatense se encuentra en el jardín unión. Un gran lugar para conocer.""",Jardín de la Unión,Female,32,México,14/06/2012,5
4776,"""Basílica""","""Aparte de la paz interior que se siente en lo particular, es muy hermosa, los acabados, los detalles, etc.""",Basilica Colegiata,Female,32,México,21/01/2013,5
4777,"""Excelente mirador""","""Para tener una postal de todo Guanajuato, es el lugar ideal. Se observan los lugares emblemáticos perfectamente.""",Monumento Pípila,Female,20,México,29/06/2013,5
4778,"""¡Qué miedo!""","""La conservación de los cuerpos me impresionó mucho, las fotografías de los niños que ya muertos los retrataban con su familia como despedida.""",Museo de las Momias,Female,63,México,16/11/2012,5
4779,"""Para llevarse un buen recuerdo de Guanajuato""","""Para entender la figura que se levanta sobre Guanajuato hay que informarse un poco sobre la importancia de este personaje y su contribución a la toma de la Alhóndiga. Sin embargo, casi todo el mundo sube hasta este monumento para disfrutar de una vista fenomenal sobre la ciudad. Si visitas Guanajuato, prepara tu máquina de fotos para hacer una buena panorámica de este 'Nacimiento'.",Monumento Pípila,Male,62,Alemania,29/03/2013,5
4780,"""Parte del recorrido""","""La UG es siempre parte del recorrido cuando tengo visitas y quieren ir a Guanajuato, un lugar icónico de la ciudad, y por supuesto los hago subir todos los escalones.""",Universidad de Guanajuato,Male,22,México,05/11/2015,5
4781,"""Hermoso!""","""El jardín de la unión se encuentra frente al teatro Juarez, si solo quieres descansar, comer o pasear, este es un sitio que no puedes perder en Guanajuato. El lugar es hermoso, muy arbolado, el ambiente es inmejorable, puedes ir a cualquier restaurante, café o por un antojo que se encuentran en el jardín o cerca del mismo. Escuchar la música o solo sentarte a ver.
No te arrepentirás de estar aquí un ratito.""",Jardín de la Unión,Male,34,México,10/09/2014,5
4782,"""Impresionante arquitectura""","""Un lugar que sin duda debes de admirar es la arquitectura de la Universidad de Guanajuato. Es un viaje al pasado por todas las calles y callejones de Guanajuato.""",Universidad de Guanajuato,Male,38,México,03/02/2015,5
4783,"""Hermosa vista""","""El lugar te ofrece un impresionante vista de todo Guanajuato, te mezclas con los locales y las artesanías que encuentras al subir resultan ser más bonitas que las que encuentras en el mercado público del pueblo. Vale la pena subir y pasar un momento disfrutando del lugar y la vista.""",Monumento Pípila,Female,30,República Dominicana,13/09/2017,5
4784,Pura historia,"Me gusto mucho, en mi primer visita a Guanajuato, no tuve oportunidad de conocerlo, porque estaba cerrado y ahora que finalmente lo hice, me gusto y los disfrute.",Alhóndiga,Male,-1,México,2019,5
4785,Lugar de reunión por excelencia en Guanajuato,"Excelente lugar para pasar la tarde con un café, una comida o un vino de primer nivel en esta bella ciudad, ordenado, bello y limpio, además de estar al frente del teatro Juárez y de los recorridos de las Callejoneadas.",Jardín de la Unión,Male,-1,México,2019,5
4786,"""Bonita""","""Es un lugar emblemático de la ciudad de Guanajuato, cerca de esta iglesia se concentran los mejores restaurantes y tiendas.""",Basilica Colegiata,Female,25,México,06/06/2016,5
4787,"""BESO""","""Bonita construcción, bonita historia. Los guías te cuentan la leyenda, bien conservada. Sólo que el acceso es reducido y hay mucha gente en época alta.""",Callejón del Beso,Male,62,México,17/11/2015,5
4788,"""Lugar clásico para visitar""","""Vale la pena conocer este lugar el ingreso tiene un costo de 52 pesos aprox y con credencial de estudiante es gratis. Los murales sin realmente impresionantes, Tiene muy buen control de lugar y personas súper capacitadas.""",Alhóndiga,Female,36,México,30/03/2016,5
4789,"""El corazón de la fiesta""","""Es el lugar con mayor bullicio de la zona centro, todos los turistas se concentran ahi por los bares, restaurante, las estudiantinas y los espectáculos callejeros, hay que visitarlo al iniciar la tarde y quedarse hasta el anochecer, lo disfrutaran mucho.""",Teatro Juárez,Male,24,México,04/05/2017,5
4790,"""Un homenaje a la patria mexicana""","""La Alhóndiga de Granaditas es una fortaleza que sirvió de bastión al ejercito español y que fue una de laa grandes victorias del ejercito Insurgente, por lo que está lleno de signos y simbolos patrios. Los murales con motivos independentistas son coloridos y vivrantes, impactan por la crudeza de sus escenas y maravillan por la crítica que expresan. Un detalle que todos visitantes saben de esos murales es que los niños de la época pagaron con aportaciones la,obra que ahí se exhibe. Hay, además obra pictorica de caballete y es muy disfrutable la sala en la que se muestran las pinturas de milagros populares. Son historias que se narran en un lienzo pequeñito que buscaban agradecer la intervención divina. Una buena hora para visitar es antes de la hora de la comida, ya que el reflejo del sol en los,pasillos da efectos luminosos muy bellos y el esificio luce imponente.""",Alhóndiga,Female,50,México,01/07/2015,5
4791,"""¡¡Hermosa iglesia!!""","""Si van a Guanajuato la van a ver, es majestuosa y saber que fue construida hace más de 400 años impresiona.""",Basilica Colegiata,Female,21,México,09/01/2017,5
4792,"""Precioso lugar""","""Muy bonito lugar para visitar para todos los turistas que van a Guanajuato muy limpio y muy cuidado se los recomiendo a todos.",Teatro Juárez,Male,27,Estados Unidos,29/04/2014,5
4793,"""Visita de rigor""","""Un lugar clave para comprender la lucha de los padres de la patria, a mí en lo personal me sirvio para comorender lo arduo y sacrificado de la lucha por la Indenpendencia. Definitivamente lo recomiendo para visitantes de todas las edades. Lo unico que recomendaría sería que tradujeran los textos al Inglés para los visitantes extranjeros.""",Alhóndiga,Female,37,México,13/11/2015,5
4794,Imperdible,"El Mercado Hidalgo cumple con todo lo que puedes buscar .. Un surtido impresionante de bellas artesanias del Estado de Guaajuato que además de bonitas son muy económicas .. y después de comprar muchos recuerdos, te vas a la zona de alimentos y comes lo que quieras a buenos precios y con una muy buena sazón .. En serio, un lugar que no debes perderte si vas a Guanajuato ..",Mercado Hidalgo,Male,-1,N/I,2019,5
4795,"""IMPRESIONANTE""","""Solo nos tocó a mí esposa y a mi conocerlo por fuera por que fuimos en domingo, pero he de ser sincero, despues de el palacio de Bellas Artes en la CDMX, ha sido en México una de las construcciones mas hermosas que hemos conocido, en frente hay una plaza muy comóda para tomar cafe y/o algun trago.""",Teatro Juárez,Female,24,México,04/09/2017,5
4796,"""Impresionable""","""Para personas sensibles o impresionables no es recomendable. La visita es corta 30 minutos aproximadamente, primero uno video y luego se pasa por cuatro salas aproximadamente. Te muestran desde la primera momia encontrada hasta la última del año 2004. Vale la pena visitarlo.""",Museo de las Momias,Female,21,Colombia,23/06/2017,5
4797,"""Foto""","""Está basílica es de la más representativas de Guanajuato y la más céntrica sus colores la hacen relucir ante el pueblo visitar esta iglesia y llevarte una foto de recuerdo sin duda no tienen que faltar.""",Basilica Colegiata,Male,23,México,26/10/2015,5
